Old IRI	New ID	Label	Term Type
http://purl.obolibrary.org/obo/bcgo.owl/class_0086	http://purl.obolibrary.org/obo/BCGO_0000012	STOCK Tg(Ins1-EGFP/GH1)14Hara/Mmmh mouse strain	Class
